ID,Name,Team,Games,Sport,Event,Medal
127116,Radu Voina,Romania,1976 Summer,Handball,Handball Men's Handball,Silver
127116,Radu Voina,Romania,1980 Summer,Handball,Handball Men's Handball,Bronze
127117,Camelia Voinea,Romania,1988 Summer,Gymnastics,Gymnastics Women's Team All-Around,Silver
127118,Maricel Voinea,Romania,1980 Summer,Handball,Handball Men's Handball,Bronze
127118,Maricel Voinea,Romania,1984 Summer,Handball,Handball Men's Handball,Bronze
127124,Eszter (Zsfia) Voit (-Vlgyi),Hungary,1936 Summer,Gymnastics,Gymnastics Women's Team All-Around,Bronze
127128,Zorica Vojinovi,Yugoslavia,1980 Summer,Handball,Handball Women's Handball,Silver
127133,Josef Vojta,Czechoslovakia,1964 Summer,Football,Football Men's Football,Silver
127138,Vladimir Anatolyevich Vokhmyanin,Unified Team,1992 Summer,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Bronze
127138,Vladimir Anatolyevich Vokhmyanin,Kazakhstan,1996 Summer,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Bronze
127143,Tom Vokoun,Czech Republic,2006 Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
127145,Jaroslav Volak,Austria,1936 Summer,Handball,Handball Men's Handball,Silver
127152,Nataliya Mechislavovna Volchek,Belarus,1996 Summer,Rowing,Rowing Women's Coxed Eights,Bronze
127154,Yelena Vladimirovna Volchetskaya (-Tyunenkova),Soviet Union,1964 Summer,Gymnastics,Gymnastics Women's Team All-Around,Gold
127162,Jaroslav Volf,Czech Republic-1,2004 Summer,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Bronze
127162,Jaroslav Volf,Czech Republic,2008 Summer,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Silver
127166,"Richard Lawrence ""Dick"" Voliva",United States,1936 Summer,Wrestling,"Wrestling Men's Middleweight, Freestyle",Silver
127168,Helen Volk,Zimbabwe,1980 Summer,Hockey,Hockey Women's Hockey,Gold
127169,Josef Vlk,West Germany,1976 Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
127172,Sabine Vlker,Germany,2002 Winter,Speed Skating,Speed Skating Women's 500 metres,Bronze
127172,Sabine Vlker,Germany,2002 Winter,Speed Skating,"Speed Skating Women's 1,000 metres",Silver
127172,Sabine Vlker,Germany,2002 Winter,Speed Skating,"Speed Skating Women's 1,500 metres",Silver
127172,Sabine Vlker,Germany,2006 Winter,Speed Skating,Speed Skating Women's Team Pursuit (6 laps),Gold
127173,Sandra Vlker,Germany,1996 Summer,Swimming,Swimming Women's 50 metres Freestyle,Bronze
127173,Sandra Vlker,Germany,1996 Summer,Swimming,Swimming Women's 100 metres Freestyle,Silver
127173,Sandra Vlker,Germany,1996 Summer,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
127176,Stephan Volkert,Germany,1992 Summer,Rowing,Rowing Men's Quadruple Sculls,Gold
127176,Stephan Volkert,Germany,1996 Summer,Rowing,Rowing Men's Quadruple Sculls,Gold
127176,Stephan Volkert,Germany,2000 Summer,Rowing,Rowing Men's Quadruple Sculls,Bronze
127181,Iris Vlkner,West Germany,1984 Summer,Rowing,Rowing Women's Coxless Pairs,Bronze
127183,Aleksandr Aleksandrovich Volkov,Russia,2008 Summer,Volleyball,Volleyball Men's Volleyball,Bronze
127183,Aleksandr Aleksandrovich Volkov,Russia,2012 Summer,Volleyball,Volleyball Men's Volleyball,Gold
127185,Aleksey Anatolyevich Volkov,Russia,2014 Winter,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold
127188,Dmitry Arkadyevich Volkov,Soviet Union,1988 Summer,Swimming,Swimming Men's 100 metres Breaststroke,Bronze
127188,Dmitry Arkadyevich Volkov,Soviet Union,1988 Summer,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze
127188,Dmitry Arkadyevich Volkov,Unified Team,1992 Summer,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver
127190,Konstantin Yuryevich Volkov,Soviet Union,1980 Summer,Athletics,Athletics Men's Pole Vault,Silver
127191,Leonid Ivanovich Volkov,Soviet Union,1964 Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
127192,"Oleksandr Anatoliyovych ""Sasha"" Volkov",Soviet Union,1988 Summer,Basketball,Basketball Men's Basketball,Gold
127195,Valery Yakovlevich Volkov,Soviet Union,1980 Summer,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
127202,Yekaterina Gennadyevna Volkova (-Mastrova),Russia,2008 Summer,Athletics,"Athletics Women's 3,000 metres Steeplechase",Bronze
127203,Yelena Pavlovna Volkova,Soviet Union,1988 Summer,Volleyball,Volleyball Women's Volleyball,Gold
127208,Frdric Jean-Pierre Philippe Volle,France,1992 Summer,Handball,Handball Men's Handball,Bronze
127209,Walter Volle,Germany,1936 Summer,Rowing,Rowing Men's Coxed Fours,Gold
127213,Julie Jo Vollertsen (-Melli),United States,1984 Summer,Volleyball,Volleyball Women's Volleyball,Silver
127215,Harald Vollmar,East Germany,1968 Summer,Shooting,"Shooting Mixed Free Pistol, 50 metres",Bronze
127215,Harald Vollmar,East Germany,1976 Summer,Shooting,"Shooting Mixed Free Pistol, 50 metres",Silver
127215,Harald Vollmar,East Germany,1980 Summer,Shooting,"Shooting Mixed Free Pistol, 50 metres",Silver
127216,Dana Whitney Vollmer (-Grant),United States,2004 Summer,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
127216,Dana Whitney Vollmer (-Grant),United States,2012 Summer,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
127216,Dana Whitney Vollmer (-Grant),United States,2012 Summer,Swimming,Swimming Women's 100 metres Butterfly,Gold
127216,Dana Whitney Vollmer (-Grant),United States,2012 Summer,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
127216,Dana Whitney Vollmer (-Grant),United States,2016 Summer,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
127216,Dana Whitney Vollmer (-Grant),United States,2016 Summer,Swimming,Swimming Women's 100 metres Butterfly,Bronze
127216,Dana Whitney Vollmer (-Grant),United States,2016 Summer,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
127217,"Herbert Eberhard Jordan ""Herb"" Vollmer",United States,1924 Summer,Water Polo,Water Polo Men's Water Polo,Bronze
127224,Gennady Georgiyevich Volnov,Soviet Union,1960 Summer,Basketball,Basketball Men's Basketball,Silver
127224,Gennady Georgiyevich Volnov,Soviet Union,1964 Summer,Basketball,Basketball Men's Basketball,Silver
127224,Gennady Georgiyevich Volnov,Soviet Union,1968 Summer,Basketball,Basketball Men's Basketball,Bronze
127224,Gennady Georgiyevich Volnov,Soviet Union,1972 Summer,Basketball,Basketball Men's Basketball,Gold
127225,Marina Ivanovna Volnova,Kazakhstan,2012 Summer,Boxing,Boxing Women's Middleweight,Bronze
127226,Vladimir Vladimirovich Volodenkov,Russia,1996 Summer,Rowing,Rowing Men's Coxed Eights,Bronze
127235,Lyubov Mikhaylovna Volosova,Russia,2012 Summer,Wrestling,"Wrestling Women's Middleweight, Freestyle",Bronze
127236,Tetiana Andrivna Volosozhar,Russia-1,2014 Winter,Figure Skating,Figure Skating Mixed Pairs,Gold
127236,Tetiana Andrivna Volosozhar,Russia,2014 Winter,Figure Skating,Figure Skating Mixed Team,Gold
127239,Bryan Daniel Volpenhein,United States,2004 Summer,Rowing,Rowing Men's Coxed Eights,Gold
127239,Bryan Daniel Volpenhein,United States,2008 Summer,Rowing,Rowing Men's Coxed Eights,Bronze
127247,Gerd Vls,Germany,1936 Summer,Rowing,Rowing Men's Coxed Eights,Bronze
127250,Gintar Volungeviit-Scheidt,Lithuania,2008 Summer,Sailing,Sailing Women's One Person Dinghy,Silver
127252,Dumitru Volvoreanu,Romania,1924 Summer,Rugby,Rugby Men's Rugby,Bronze
127257,Matthias Max Volz,Germany,1936 Summer,Gymnastics,Gymnastics Men's Team All-Around,Gold
127257,Matthias Max Volz,Germany,1936 Summer,Gymnastics,Gymnastics Men's Horse Vault,Bronze
127257,Matthias Max Volz,Germany,1936 Summer,Gymnastics,Gymnastics Men's Rings,Bronze
127258,Helga Margot Volz-Mees,Germany,1964 Summer,Fencing,"Fencing Women's Foil, Individual",Silver
127258,Helga Margot Volz-Mees,Germany,1964 Summer,Fencing,"Fencing Women's Foil, Team",Bronze
127266,Mario von Appen,Germany,1992 Summer,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold
127271,Marten Hans Joachim von Barnekow,Germany,1936 Summer,Equestrianism,"Equestrianism Men's Jumping, Team",Gold
127275,Frank von Behren,Germany,2004 Summer,Handball,Handball Men's Handball,Silver
127276,Erich Adolf Ernst von Bernstorff-Gyldensteen,Germany,1912 Summer,Shooting,"Shooting Men's Trap, Team",Bronze
127281,"Nils Gustaf Fredrik Bror ""Hans"" von Blixen-Finecke, Jr.",Sweden,1952 Summer,Equestrianism,"Equestrianism Men's Three-Day Event, Individual",Gold
127281,"Nils Gustaf Fredrik Bror ""Hans"" von Blixen-Finecke, Jr.",Sweden,1952 Summer,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Gold
127282,"Hans Gustaf von Blixen-Finecke, Sr.",Sweden,1912 Summer,Equestrianism,"Equestrianism Men's Dressage, Individual",Bronze
127283,Alfried Felix Alwyn von Bohlen und Halbach (-Krupp von Bohlen und Halbach),Germania II,1936 Summer,Sailing,Sailing Mixed 8 metres,Bronze
127290,Georg Gustaf Wilhelm von Braun,Sweden,1920 Summer,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Gold
127290,Georg Gustaf Wilhelm von Braun,Sweden,1924 Summer,Equestrianism,"Equestrianism Men's Jumping, Team",Gold
127291,Ingo von Bredow,Macky VI,1960 Summer,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Bronze
127292,"Wilhelmina Catherine ""Billie"" von Bremen (-Asch)",United States,1932 Summer,Athletics,Athletics Women's 100 metres,Bronze
127292,"Wilhelmina Catherine ""Billie"" von Bremen (-Asch)",United States,1932 Summer,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
127294,Christian Robert von Blow af Radum,Tip,1956 Summer,Sailing,Sailing Mixed Three Person Keelboat,Silver
127294,Christian Robert von Blow af Radum,White Lady,1964 Summer,Sailing,Sailing Mixed Three Person Keelboat,Gold
127304,Henri Raoul Marie von der Weid,Switzerland,1924 Summer,Equestrianism,"Equestrianism Men's Jumping, Team",Silver
127310,Carl Thure Henrik von Essen,Sweden,1976 Summer,Fencing,"Fencing Men's epee, Team",Gold
127314,Colin Rafael Douglas von Ettingshausen,Germany,1992 Summer,Rowing,Rowing Men's Coxless Pairs,Silver
127322,Bernhard von Gaza,Germany,1908 Summer,Rowing,Rowing Men's Single Sculls,Bronze
127330,Karl-Heinrich Erich Moritz von Groddeck,Germany,1956 Summer,Rowing,Rowing Men's Coxed Pairs,Silver
127330,Karl-Heinrich Erich Moritz von Groddeck,Germany,1960 Summer,Rowing,Rowing Men's Coxed Eights,Gold
127330,Karl-Heinrich Erich Moritz von Groddeck,Germany,1964 Summer,Rowing,Rowing Men's Coxed Eights,Silver
127334,Michael von Grnigen,Switzerland,1998 Winter,Alpine Skiing,Alpine Skiing Men's Giant Slalom,Bronze
127339,Zoltn Imre dn von Halmay,Hungary,1900 Summer,Swimming,Swimming Men's 200 metres Freestyle,Silver
127339,Zoltn Imre dn von Halmay,Hungary,1900 Summer,Swimming,"Swimming Men's 1,000 metres Freestyle",Bronze
127339,Zoltn Imre dn von Halmay,Hungary,1900 Summer,Swimming,"Swimming Men's 4,000 metres Freestyle",Silver
127339,Zoltn Imre dn von Halmay,Hungary,1904 Summer,Swimming,Swimming Men's 50 yard Freestyle,Gold
127339,Zoltn Imre dn von Halmay,Hungary,1904 Summer,Swimming,Swimming Men's 100 yard Freestyle,Gold
127339,Zoltn Imre dn von Halmay,Hungary,1906 Summer,Swimming,Swimming Men's 100 metres Freestyle,Silver
127339,Zoltn Imre dn von Halmay,Hungary,1906 Summer,Swimming,Swimming Men's 4 x 250 metres Freestyle Relay,Gold
127339,Zoltn Imre dn von Halmay,Hungary,1908 Summer,Swimming,Swimming Men's 100 metres Freestyle,Silver
127339,Zoltn Imre dn von Halmay,Hungary,1908 Summer,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
127342,Herman Carel Felix Clotilde von Heijden,Netherlands,1920 Summer,Football,Football Men's Football,Bronze
127345,Wilhelm Albrecht Carlotto Alexander von Hohenau,Germany,1912 Summer,Equestrianism,"Equestrianism Men's Jumping, Team",Bronze
127349,Johan Hbner von Holst,Sweden,1906 Summer,Shooting,"Shooting Men's Dueling Pistol Au Commandement, 25 metres",Silver
127349,Johan Hbner von Holst,Sweden,1908 Summer,Shooting,"Shooting Men's Small-Bore Rifle, 50 and 100 yards, Team",Silver
127349,Johan Hbner von Holst,Sweden,1912 Summer,Shooting,"Shooting Men's Dueling Pistol, 30 metres",Bronze
127349,Johan Hbner von Holst,Sweden,1912 Summer,Shooting,"Shooting Men's Dueling Pistol, 30 metres, Team",Gold
127349,Johan Hbner von Holst,Sweden,1912 Summer,Shooting,"Shooting Men's Small-Bore Rifle, Disappearing Target, 25 metres",Silver
127349,Johan Hbner von Holst,Sweden,1912 Summer,Shooting,"Shooting Men's Small-Bore Rifle, Disappearing Target, 25 metres, Team",Gold
127352,Nils Gustav von Kantzow,Sweden,1908 Summer,Gymnastics,Gymnastics Men's Team All-Around,Gold
127363,Rabod Wilhelm von Krcher,Germany,1912 Summer,Equestrianism,"Equestrianism Men's Jumping, Individual",Silver
127368,Bla von Las-Torres,Hungary,1908 Summer,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
127371,Eugen Johan Anton Freiherr von Lotzbeck,Germany,1928 Summer,Equestrianism,"Equestrianism Men's Dressage, Team",Gold
127374,Eduard von Ltcken,Germany,1912 Summer,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Silver
127380,Carl von Moers,Germany,1912 Summer,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Silver
127385,Ida Leopoldine Sophie Elizabeth von Nagel,Germany,1952 Summer,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze
127388,Hermann Leopold August von Oppeln-Bronikowski,Germany,1936 Summer,Equestrianism,"Equestrianism Men's Dressage, Team",Gold
127394,Jzsef von Platthy,Hungary,1936 Summer,Equestrianism,"Equestrianism Men's Jumping, Individual",Bronze
127396,Otto Wessel von Porat,Norway,1924 Summer,Boxing,Boxing Men's Heavyweight,Gold
127397,Tassilo Wilhelm Humbert Leopold Friedrich Karl von Preuen,Germany,1912 Summer,Equestrianism,"Equestrianism Men's Jumping, Team",Bronze
127402,Friedrich Leopold Harry von Rochow,Germany,1912 Summer,Equestrianism,"Equestrianism Men's Three-Day Event, Individual",Silver
127402,Friedrich Leopold Harry von Rochow,Germany,1912 Summer,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Silver
127403,Karol Alfonsovich von Rmmel,Poland,1928 Summer,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Bronze
127405,Hans Robert von Rosen,Sweden,1912 Summer,Equestrianism,"Equestrianism Men's Jumping, Team",Gold
127405,Hans Robert von Rosen,Sweden,1920 Summer,Equestrianism,"Equestrianism Men's Dressage, Individual",Bronze
127405,Hans Robert von Rosen,Sweden,1920 Summer,Equestrianism,"Equestrianism Men's Jumping, Team",Gold
127406,Maud Florence Ella von Rosen,Sweden,1972 Summer,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze
127409,"Clarence von Rosen, Jr.",Sweden,1932 Summer,Equestrianism,"Equestrianism Men's Jumping, Individual",Bronze
127409,"Clarence von Rosen, Jr.",Sweden,1932 Summer,Equestrianism,"Equestrianism Men's Three-Day Event, Individual",Bronze
127414,"Susan Christina ""Chris"" von Saltza (-Olmstead)",United States,1960 Summer,Swimming,Swimming Women's 100 metres Freestyle,Silver
127414,"Susan Christina ""Chris"" von Saltza (-Olmstead)",United States,1960 Summer,Swimming,Swimming Women's 400 metres Freestyle,Gold
127414,"Susan Christina ""Chris"" von Saltza (-Olmstead)",United States,1960 Summer,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
127414,"Susan Christina ""Chris"" von Saltza (-Olmstead)",United States,1960 Summer,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
127416,Richard Ferdinand Maximilian Ignatius Joseph Valentin Hubertus Maria von Schaesberg-Thannheim,Germany,1912 Summer,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Silver
127432,Friedrich Gottlob Paul Ferdinand von Stlpnagel,Germany,1936 Summer,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
127437,dn von Tersztynszky,Hungary,1924 Summer,Fencing,"Fencing Men's Foil, Team",Bronze
127437,dn von Tersztynszky,Hungary,1924 Summer,Fencing,"Fencing Men's Sabre, Team",Silver
127437,dn von Tersztynszky,Hungary,1928 Summer,Fencing,"Fencing Men's Sabre, Individual",Gold
127437,dn von Tersztynszky,Hungary,1928 Summer,Fencing,"Fencing Men's Sabre, Team",Gold
127440,Konrad Kuno Cay Freiherr von Wangenheim,Germany,1936 Summer,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Gold
127442,Pauline Sophie von Weiler (-Le Poole),Netherlands,1984 Summer,Hockey,Hockey Women's Hockey,Gold
127442,Pauline Sophie von Weiler (-Le Poole),Netherlands,1988 Summer,Hockey,Hockey Women's Hockey,Bronze
127443,William von Wirn,Tutti V,1928 Summer,Sailing,Sailing Mixed 6 metres,Bronze
127444,Franz Adolf Eduard Benjamin von Zedlitz und Leipe,Germany,1912 Summer,Shooting,"Shooting Men's Trap, Team",Bronze
127461,Peter Vonhof,West Germany,1972 Summer,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
127461,Peter Vonhof,West Germany,1976 Summer,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
127470,Albert Bernard Voorn,Netherlands,2000 Summer,Equestrianism,"Equestrianism Mixed Jumping, Individual",Silver
127473,"Gerardus Petrus ""Gerrit"" Voorting",Netherlands,1948 Summer,Cycling,"Cycling Men's Road Race, Individual",Silver
127481,Igor Vori,Croatia,2004 Summer,Handball,Handball Men's Handball,Gold
127481,Igor Vori,Croatia,2012 Summer,Handball,Handball Men's Handball,Bronze
127483,Oleksandr Serhiyovych Vorobiov,Ukraine,2008 Summer,Gymnastics,Gymnastics Men's Rings,Bronze
127485,Arkady Nikitich Vorobyov,Soviet Union,1952 Summer,Weightlifting,Weightlifting Men's Light-Heavyweight,Bronze
127485,Arkady Nikitich Vorobyov,Soviet Union,1956 Summer,Weightlifting,Weightlifting Men's Middle-Heavyweight,Gold
127485,Arkady Nikitich Vorobyov,Soviet Union,1960 Summer,Weightlifting,Weightlifting Men's Middle-Heavyweight,Gold
127491,Nataliya Vitalyevna Vorobyova,Russia,2012 Summer,Wrestling,"Wrestling Women's Heavyweight, Freestyle",Gold
127491,Nataliya Vitalyevna Vorobyova,Russia,2016 Summer,Wrestling,"Wrestling Women's Light-Heavyweight, Freestyle",Silver
127497,Igor Nikolayevich Voronchikhin,Soviet Union,1964 Winter,Cross Country Skiing,Cross Country Skiing Men's 30 kilometres,Bronze
127497,Igor Nikolayevich Voronchikhin,Soviet Union,1964 Winter,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Bronze
127498,Aleksandr Nikiforovich Voronin,Soviet Union,1976 Summer,Weightlifting,Weightlifting Men's Flyweight,Gold
127500,Lev Gennadiyevich Voronin,Russia,2000 Summer,Handball,Handball Men's Handball,Gold
127501,Mikhail Yakovlevich Voronin,Soviet Union,1968 Summer,Gymnastics,Gymnastics Men's Individual All-Around,Silver
127501,Mikhail Yakovlevich Voronin,Soviet Union,1968 Summer,Gymnastics,Gymnastics Men's Team All-Around,Silver
127501,Mikhail Yakovlevich Voronin,Soviet Union,1968 Summer,Gymnastics,Gymnastics Men's Horse Vault,Gold
127501,Mikhail Yakovlevich Voronin,Soviet Union,1968 Summer,Gymnastics,Gymnastics Men's Parallel Bars,Silver
127501,Mikhail Yakovlevich Voronin,Soviet Union,1968 Summer,Gymnastics,Gymnastics Men's Horizontal Bar,Gold
127501,Mikhail Yakovlevich Voronin,Soviet Union,1968 Summer,Gymnastics,Gymnastics Men's Rings,Silver
127501,Mikhail Yakovlevich Voronin,Soviet Union,1968 Summer,Gymnastics,Gymnastics Men's Pommelled Horse,Bronze
127501,Mikhail Yakovlevich Voronin,Soviet Union,1972 Summer,Gymnastics,Gymnastics Men's Team All-Around,Silver
127501,Mikhail Yakovlevich Voronin,Soviet Union,1972 Summer,Gymnastics,Gymnastics Men's Rings,Silver
127503,Olena Oleksandrivna Voronina,Ukraine,2016 Summer,Fencing,"Fencing Women's Sabre, Team",Silver
127506,Zinaida Borisovna Voronina (Druzhinina-),Soviet Union,1968 Summer,Gymnastics,Gymnastics Women's Individual All-Around,Silver
127506,Zinaida Borisovna Voronina (Druzhinina-),Soviet Union,1968 Summer,Gymnastics,Gymnastics Women's Team All-Around,Gold
127506,Zinaida Borisovna Voronina (Druzhinina-),Soviet Union,1968 Summer,Gymnastics,Gymnastics Women's Horse Vault,Bronze
127506,Zinaida Borisovna Voronina (Druzhinina-),Soviet Union,1968 Summer,Gymnastics,Gymnastics Women's Uneven Bars,Bronze
127511,Vladimir Petrovich Voronkov,Soviet Union,1972 Winter,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Gold
127515,Yevgeny Sergeyevich Voronov,Russia,2012 Summer,Basketball,Basketball Men's Basketball,Bronze
