ID,Name,Team,Games,Sport,Event,Medal
1313,Robyn Mokihana Ah Mow-Santos,United States,2008 Summer,Volleyball,Volleyball Women's Volleyball,Silver
1322,Kevin Joseph Ahearn,United States,1972 Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
1323,"Timothy Joseph ""Tim"" Ahearne",Great Britain,1908 Summer,Athletics,Athletics Men's Triple Jump,Gold
1333,Bruno Valfrid Ahlberg,Finland,1932 Summer,Boxing,Boxing Men's Welterweight,Bronze
1336,Mats Bertil hlberg,Sweden,1980 Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
1340,Annica Gunilla hln,Sweden,2002 Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
1341,Johan Petter hln (Andersson-),Sweden,1924 Winter,Curling,Curling Men's Curling,Silver
1342,Thomas Valter hln,Sweden,1984 Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
1346,Anselm Ahlfors,Finland,1924 Summer,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",Silver
1348,Anders Oscar Ahlgren,Sweden,1912 Summer,Wrestling,"Wrestling Men's Middleweight B, Greco-Roman",Silver
1350,George Lewis Ahlgren,United States,1948 Summer,Rowing,Rowing Men's Coxed Eights,Gold
1356,Christian Ahlmann,Germany,2004 Summer,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
1356,Christian Ahlmann,Germany,2016 Summer,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
1359,Thure Johan Ahlqvist,Sweden,1932 Summer,Boxing,Boxing Men's Lightweight,Silver
1364,"Sten Olov ""Olle"" hlund",Sweden,1952 Summer,Football,Football Men's Football,Bronze
1374,Tontowi Ahmad,Indonesia-1,2016 Summer,Badminton,Badminton Mixed Doubles,Gold
1378,Arne Per hman,Sweden,1948 Summer,Athletics,Athletics Men's Triple Jump,Gold
1379,Jrg Ahmann,Germany-1,2000 Summer,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Bronze
1380,"Christine M. ""Crissy"" Ahmann-Leighton (-Perham)",United States,1992 Summer,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
1380,"Christine M. ""Crissy"" Ahmann-Leighton (-Perham)",United States,1992 Summer,Swimming,Swimming Women's 100 metres Butterfly,Silver
1380,"Christine M. ""Crissy"" Ahmann-Leighton (-Perham)",United States,1992 Summer,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
1386,Muhammad Akhlaq Ahmed,Pakistan,1992 Summer,Hockey,Hockey Men's Hockey,Bronze
1389,Muhammad Ashfaq Ahmed,Pakistan,1968 Summer,Hockey,Hockey Men's Hockey,Gold
1391,Bashir Ahmed,Pakistan,1960 Summer,Hockey,Hockey Men's Hockey,Gold
1400,Ishtiaq Ahmed,Pakistan,1984 Summer,Hockey,Hockey Men's Hockey,Gold
1402,Manzoor Ahmed,Pakistan,1992 Summer,Hockey,Hockey Men's Hockey,Bronze
1408,Mushtaq Ahmed,Pakistan,1984 Summer,Hockey,Hockey Men's Hockey,Gold
1409,Mushtaq Ahmed,Pakistan,1960 Summer,Hockey,Hockey Men's Hockey,Gold
1412,Riaz Ahmed,Pakistan,1968 Summer,Hockey,Hockey Men's Hockey,Gold
1412,Riaz Ahmed,Pakistan,1972 Summer,Hockey,Hockey Men's Hockey,Silver
1414,Shahbaz Ahmed,Pakistan,1992 Summer,Hockey,Hockey Men's Hockey,Bronze
1424,Arthur Ahnger,Lucky Girl-1,1912 Summer,Sailing,Sailing Mixed 8 metres,Bronze
1435,Janne Petteri Ahonen,Finland,2002 Winter,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Silver
1435,Janne Petteri Ahonen,Finland,2006 Winter,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Silver
1442,Peter Ahrendt,Mutafo,1964 Summer,Sailing,Sailing Mixed Three Person Keelboat,Silver
1443,Brigitte Ahrenholz,East Germany,1976 Summer,Rowing,Rowing Women's Coxed Eights,Gold
1444,"Christian ""Chris"" Ahrens",United States,2004 Summer,Rowing,Rowing Men's Coxed Eights,Gold
1447,Marlene Ahrens Ostertag (-Ebensperger),Chile,1956 Summer,Athletics,Athletics Women's Javelin Throw,Silver
1449,Thomas Ahrens,Germany,1964 Summer,Rowing,Rowing Men's Coxed Eights,Silver
1466,Matteo Aicardi,Italy,2012 Summer,Water Polo,Water Polo Men's Water Polo,Silver
1466,Matteo Aicardi,Italy,2016 Summer,Water Polo,Water Polo Men's Water Polo,Bronze
1467,Mara Magdalena Aicega Amicarelli,Argentina,2000 Summer,Hockey,Hockey Women's Hockey,Silver
1467,Mara Magdalena Aicega Amicarelli,Argentina,2004 Summer,Hockey,Hockey Women's Hockey,Bronze
1467,Mara Magdalena Aicega Amicarelli,Argentina,2008 Summer,Hockey,Hockey Women's Hockey,Bronze
1469,Hans Aichele,Switzerland-1,1936 Winter,Bobsleigh,Bobsleigh Men's Four,Silver
1478,Rosaria Aiello,Italy,2016 Summer,Water Polo,Water Polo Women's Water Polo,Silver
1480,Franz Aigner,Austria,1924 Summer,Weightlifting,Weightlifting Men's Heavyweight,Silver
1481,Hannes Aigner,Germany,2012 Summer,Canoeing,"Canoeing Men's Kayak Singles, Slalom",Bronze
1483,Nobuyuki Aihara,Japan,1956 Summer,Gymnastics,Gymnastics Men's Team All-Around,Silver
1483,Nobuyuki Aihara,Japan,1956 Summer,Gymnastics,Gymnastics Men's Floor Exercise,Silver
1483,Nobuyuki Aihara,Japan,1960 Summer,Gymnastics,Gymnastics Men's Team All-Around,Gold
1483,Nobuyuki Aihara,Japan,1960 Summer,Gymnastics,Gymnastics Men's Floor Exercise,Gold
1485,Yutaka Aihara,Japan,1992 Summer,Gymnastics,Gymnastics Men's Team All-Around,Bronze
1487,Ryoji Aikawa,Japan,2004 Summer,Baseball,Baseball Men's Baseball,Bronze
1489,Alexander Michael Hirst Aikman,Australia,1956 Summer,Rowing,Rowing Men's Coxed Eights,Bronze
1498,"Charles Benedict ""Ben"" Ainslie",Great Britain,1996 Summer,Sailing,Sailing Mixed One Person Dinghy,Silver
1498,"Charles Benedict ""Ben"" Ainslie",Great Britain,2000 Summer,Sailing,Sailing Mixed One Person Dinghy,Gold
1498,"Charles Benedict ""Ben"" Ainslie",Great Britain,2004 Summer,Sailing,Sailing Men's One Person Dinghy,Gold
1498,"Charles Benedict ""Ben"" Ainslie",Great Britain,2008 Summer,Sailing,Sailing Mixed One Person Dinghy,Gold
1498,"Charles Benedict ""Ben"" Ainslie",Great Britain,2012 Summer,Sailing,Sailing Men's One Person Heavyweight Dinghy,Gold
1500,Kurt Harold Ainsworth,United States,2000 Summer,Baseball,Baseball Men's Baseball,Gold
1503,John Creyghton Ainsworth-Davis,Great Britain,1920 Summer,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
1512,Robin Allingham Aisher,Great Britain,1968 Summer,Sailing,Sailing Mixed 5.5 metres,Bronze
1530,"Gordon ""Gord"" Aitchison",Canada,1936 Summer,Basketball,Basketball Men's Basketball,Silver
1531,Frances Helen Aitchison (-Leisk),Great Britain-1,1912 Summer,Tennis,"Tennis Mixed Doubles, Covered Courts",Silver
1534,Brett Aitken,Australia,1992 Summer,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver
1534,Brett Aitken,Australia,1996 Summer,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze
1534,Brett Aitken,Australia,2000 Summer,Cycling,Cycling Men's Madison,Gold
1538,Vladimir Atoff,Union des Socits Franais de Sports Athletiques,1900 Summer,Rugby,Rugby Men's Rugby,Gold
1540,Artur Surenovych Aivazian,Ukraine,2008 Summer,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Gold
1546,Eirini Andili,Greece,2000 Summer,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Bronze
1551,"Oluwafemi ""Junior"" Ajayi",Nigeria,2016 Summer,Football,Football Men's Football,Bronze
1554,Omar Ajete Iglesias,Cuba,1992 Summer,Baseball,Baseball Men's Baseball,Gold
1554,Omar Ajete Iglesias,Cuba,1996 Summer,Baseball,Baseball Men's Baseball,Gold
1554,Omar Ajete Iglesias,Cuba,2000 Summer,Baseball,Baseball Men's Baseball,Silver
1556,"Ebenezer Oluwafemi ""Femi"" Ajilore",Nigeria,2008 Summer,Football,Football Men's Football,Silver
1561,Mobolade Abimbola Ajomale,Canada,2016 Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
1564,Chioma Ajunwa (-Opara),Nigeria,1996 Summer,Athletics,Athletics Women's Long Jump,Gold
1569,Kriss Kezie Uche Chukwu Duru Akabusi,Great Britain,1984 Summer,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
1569,Kriss Kezie Uche Chukwu Duru Akabusi,Great Britain,1992 Summer,Athletics,Athletics Men's 400 metres Hurdles,Bronze
1569,Kriss Kezie Uche Chukwu Duru Akabusi,Great Britain,1992 Summer,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
1574,Kosei Akaishi,Japan,1984 Summer,Wrestling,"Wrestling Men's Featherweight, Freestyle",Silver
1574,Kosei Akaishi,Japan,1992 Summer,Wrestling,"Wrestling Men's Lightweight, Freestyle",Bronze
1579,Nasuh Akar,Turkey,1948 Summer,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Gold
1581,Yuichi Akasaka,Japan,1992 Winter,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Bronze
1595,Hseyin Akba,Turkey,1956 Summer,Wrestling,"Wrestling Men's Flyweight, Freestyle",Bronze
1595,Hseyin Akba,Turkey,1964 Summer,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Silver
1601,Vehbi Akda,Turkey,1972 Summer,Wrestling,"Wrestling Men's Featherweight, Freestyle",Silver
1618,Ernst Gunnar kerlund,Sweden,1948 Summer,Canoeing,"Canoeing Men's Kayak Doubles, 10,000 metres",Gold
1618,Ernst Gunnar kerlund,Sweden,1952 Summer,Canoeing,"Canoeing Men's Kayak Doubles, 10,000 metres",Silver
1619,Olle Erik Curys kerlund,Bissbi,1932 Summer,Sailing,Sailing Mixed 6 metres,Gold
1622,Michelle Anne Akers,United States,1996 Summer,Football,Football Women's Football,Gold
1634,Taha Akgl,Turkey,2016 Summer,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",Gold
1637,Yelena Rabigovna Akhaminova (-Sokolovskaya),Soviet Union,1980 Summer,Volleyball,Volleyball Women's Volleyball,Gold
1639,Albina Khamitovna Akhatova,Russia,1998 Winter,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,Silver
1639,Albina Khamitovna Akhatova,Russia,2002 Winter,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,Bronze
1639,Albina Khamitovna Akhatova,Russia,2006 Winter,Biathlon,Biathlon Women's 10 kilometres Pursuit,Bronze
1639,Albina Khamitovna Akhatova,Russia,2006 Winter,Biathlon,Biathlon Women's 15 kilometres,Bronze
1639,Albina Khamitovna Akhatova,Russia,2006 Winter,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,Gold
1647,Murodzhon Kakharovich Akhmadaliyev,Uzbekistan,2016 Summer,Boxing,Boxing Men's Bantamweight,Bronze
1649,Artur Kamilevich Akhmatkhuzin,Russia,2016 Summer,Fencing,"Fencing Men's Foil, Team",Gold
1650,Bakhtiyar Shakhabutdinovich Akhmedov,Russia,2008 Summer,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",Silver
1652,Lyutvi Dzhiber Akhmedov,Bulgaria,1964 Summer,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Silver
1654,Leyla Begnyazovna Akhmerova,Soviet Union,1980 Summer,Hockey,Hockey Women's Hockey,Bronze
1659,Igor Vladimirovich Akhremchik,Soviet Union,1960 Summer,Rowing,Rowing Men's Coxless Fours,Bronze
1662,Gulraiz Akhtar,Pakistan,1968 Summer,Hockey,Hockey Men's Hockey,Gold
1665,Naeem Akhtar,Pakistan,1984 Summer,Hockey,Hockey Men's Hockey,Gold
1673,John Akii-Bua,Uganda,1972 Summer,Athletics,Athletics Men's 400 metres Hurdles,Gold
1676,Anatoly Ivanovich Akimov,Soviet Union,1972 Summer,Water Polo,Water Polo Men's Water Polo,Gold
1678,Vladimir Ivanovich Akimov,Soviet Union,1980 Summer,Water Polo,Water Polo Men's Water Polo,Gold
1682,Morolake Akinosun,United States,2016 Summer,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
1683,Foluke Antinuke Akinradewo,United States,2012 Summer,Volleyball,Volleyball Women's Volleyball,Silver
1683,Foluke Antinuke Akinradewo,United States,2016 Summer,Volleyball,Volleyball Women's Volleyball,Bronze
1698,Khadzhimurat Magomedovich Akkayev,Russia,2004 Summer,Weightlifting,Weightlifting Men's Middle-Heavyweight,Silver
1698,Khadzhimurat Magomedovich Akkayev,Russia,2008 Summer,Weightlifting,Weightlifting Men's Middle-Heavyweight,Bronze
1700,Marina Dazmirovna Akobiya,Russia,2000 Summer,Water Polo,Water Polo Women's Water Polo,Bronze
1713,Artur Vladimirovich Akoyev,Unified Team,1992 Summer,Weightlifting,Weightlifting Men's Heavyweight II,Silver
1716,Daniel Akpeyi,Nigeria,2016 Summer,Football,Football Men's Football,Bronze
1730,Monica Aksamit,United States,2016 Summer,Fencing,"Fencing Women's Sabre, Team",Bronze
1732,Liudmyla Vasylivna Aksenova (Shapovalova-),Soviet Union,1976 Summer,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze
1734,Aleksandr Timofeyevich Aksinin,Soviet Union,1976 Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
1734,Aleksandr Timofeyevich Aksinin,Soviet Union,1980 Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
1740,Nikolay Aleksandrovich Aksyonov,Russia,1996 Summer,Rowing,Rowing Men's Coxed Eights,Bronze
1742,Irina Anatolyevna Aksyonova,Soviet Union,1980 Summer,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze
1758,Vladyslav Ivanovych Akymenko,Soviet Union,1976 Summer,Sailing,Sailing Mixed Two Person Keelboat,Silver
1762,Naser Al Shami,Syria,2004 Summer,Boxing,Boxing Men's Heavyweight,Bronze
1809,Nasser Salih Nasser Abdullah Al-Attiya,Qatar,2012 Summer,Shooting,Shooting Men's Skeet,Bronze
1858,Fehaid Al-Deehani,Kuwait,2000 Summer,Shooting,Shooting Men's Double Trap,Bronze
1858,Fehaid Al-Deehani,Kuwait,2012 Summer,Shooting,Shooting Men's Trap,Bronze
1858,Fehaid Al-Deehani,Individual Olympic Athletes,2016 Summer,Shooting,Shooting Men's Double Trap,Gold
1885,Ramzy Al-Duhami,Saudi Arabia,2012 Summer,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
1889,Khaled Al-Eid,Saudi Arabia,2000 Summer,Equestrianism,"Equestrianism Mixed Jumping, Individual",Bronze
1949,Abdul Rashid Al-Hasan,Pakistan,1984 Summer,Hockey,Hockey Men's Hockey,Gold
2025,Ahmed bin Hasher Al-Maktoum,United Arab Emirates,2004 Summer,Shooting,Shooting Men's Double Trap,Gold
2112,Abdullah Al-Rashidi,Individual Olympic Athletes,2016 Summer,Shooting,Shooting Men's Skeet,Bronze
2134,Prince Abdullah Bin Moteb Al-Saud,Saudi Arabia,2012 Summer,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
2170,Hadi Soua'an Al-Somaily Jaadan,Saudi Arabia,2000 Summer,Athletics,Athletics Men's 400 metres Hurdles,Silver
2210,Marina Alabau Neira,Spain,2012 Summer,Sailing,Sailing Women's Windsurfer,Gold
2212,Armenak Alachachyan,Soviet Union,1964 Summer,Basketball,Basketball Men's Basketball,Silver
2225,Arsen Shakhlamazovich Alakhverdiyev,Soviet Union,1972 Summer,Wrestling,"Wrestling Men's Flyweight, Freestyle",Silver
2233,Noor Alam,Pakistan,1956 Summer,Hockey,Hockey Men's Hockey,Silver
2233,Noor Alam,Pakistan,1960 Summer,Hockey,Hockey Men's Hockey,Gold
2256,Vladan Alanovi,Croatia,1992 Summer,Basketball,Basketball Men's Basketball,Silver
2274,Mika Antero Alatalo,Finland,1994 Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
2275,Toimi Johannes Alatalo,Finland,1960 Winter,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Gold
2295,Fabio Albarelli,Italy,1968 Summer,Sailing,Sailing Mixed One Person Dinghy,Bronze
2296,Marco Albarello,Italy,1992 Winter,Cross Country Skiing,Cross Country Skiing Men's 10 kilometres,Silver
2296,Marco Albarello,Italy,1992 Winter,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Silver
2296,Marco Albarello,Italy,1994 Winter,Cross Country Skiing,Cross Country Skiing Men's 10 kilometres,Bronze
2296,Marco Albarello,Italy,1994 Winter,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Gold
2296,Marco Albarello,Italy,1998 Winter,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Silver
2302,Pierre Henri Maurice Albarran,France-3,1920 Summer,Tennis,Tennis Men's Doubles,Bronze
2306,Ruslan Vladimirovich Albegov,Russia,2012 Summer,Weightlifting,Weightlifting Men's Super-Heavyweight,Bronze
2307,David Albelda Aliqus,Spain,2000 Summer,Football,Football Men's Football,Silver
2311,Reinhard Alber,West Germany,1984 Summer,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze
2313,Alberto Alberani Samaritani,Italy,1976 Summer,Water Polo,Water Polo Men's Water Polo,Silver
2316,A. Albert,Union des Socits Franais de Sports Athletiques,1900 Summer,Rugby,Rugby Men's Rugby,Gold
2317,Auguste Albert,Martha-1,1900 Summer,Sailing,Sailing Mixed 1-2 Ton,Silver
2317,Auguste Albert,Martha-1,1900 Summer,Sailing,Sailing Mixed 1-2 Ton,Bronze
2322,Flrin Albert,Hungary,1960 Summer,Football,Football Men's Football,Bronze
2342,Nely Carla Alberto Francisca,Spain,2012 Summer,Handball,Handball Women's Handball,Bronze
2347,Georg Albert Christian Albertsen,Denmark,1920 Summer,Gymnastics,"Gymnastics Men's Team All-Around, Free System",Gold
2349,Ebbe Gustav Bertil Albertsson (-Andersson),Sweden,1948 Summer,Athletics,"Athletics Men's 10,000 metres",Bronze
2355,Abramo Albini,Italy,1968 Summer,Rowing,Rowing Men's Coxless Fours,Bronze
2359,Islam-Beka Said-Tsilimovich Albiyev,Russia,2008 Summer,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Gold
2367,mile Albrecht,Switzerland,1924 Summer,Rowing,Rowing Men's Coxless Fours,Bronze
2367,mile Albrecht,Switzerland,1924 Summer,Rowing,Rowing Men's Coxed Fours,Gold
2378,Sylvia Albrecht (-Heckendorf),East Germany,1980 Winter,Speed Skating,"Speed Skating Women's 1,000 metres",Bronze
2379,Brigitte Albrecht-Loretan,Switzerland,2002 Winter,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Bronze
2381,John Robert Albrechtson,Sweden,1976 Summer,Sailing,Sailing Mixed Two Person Keelboat,Gold
2386,"Tenley Emma Albright (-Gardiner, -Blakely)",United States,1952 Winter,Figure Skating,Figure Skating Women's Singles,Silver
2386,"Tenley Emma Albright (-Gardiner, -Blakely)",United States,1956 Winter,Figure Skating,Figure Skating Women's Singles,Gold
2387,"David Donald ""Dave"" Albritton",United States,1936 Summer,Athletics,Athletics Men's High Jump,Silver
2389,Anatoly Mikhaylovich Albul,Soviet Union,1960 Summer,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Bronze
2419,Aldair Nascimento dos Santos,Brazil,1996 Summer,Football,Football Men's Football,Bronze
2420,Andrs Aldama Cabrera,Cuba,1976 Summer,Boxing,Boxing Men's Light-Welterweight,Silver
2420,Andrs Aldama Cabrera,Cuba,1980 Summer,Boxing,Boxing Men's Welterweight,Gold
2434,Cyril Albert Alden,Great Britain,1920 Summer,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver
2434,Cyril Albert Alden,Great Britain,1920 Summer,Cycling,Cycling Men's 50 kilometres,Silver
2434,Cyril Albert Alden,Great Britain,1924 Summer,Cycling,Cycling Men's 50 kilometres,Silver
2440,"Frederick Pitt ""Fred"" Alderman",United States,1928 Summer,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
2443,"Joan ""Jody"" Alderson (-Braskamp)",United States,1952 Summer,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
2458,David Alegre Biosca,Spain,2008 Summer,Hockey,Hockey Men's Hockey,Silver
2460,Ramn Alegre Biosca,Spain,2008 Summer,Hockey,Hockey Men's Hockey,Silver
2464,Jo Qesem Ayela Aleh,New Zealand,2012 Summer,Sailing,Sailing Women's Two Person Dinghy,Gold
2464,Jo Qesem Ayela Aleh,New Zealand,2016 Summer,Sailing,Sailing Women's Two Person Dinghy,Silver
2469,Virgilijus Alekna,Lithuania,2000 Summer,Athletics,Athletics Men's Discus Throw,Gold
2469,Virgilijus Alekna,Lithuania,2004 Summer,Athletics,Athletics Men's Discus Throw,Gold
2469,Virgilijus Alekna,Lithuania,2008 Summer,Athletics,Athletics Men's Discus Throw,Bronze
2473,Boris Viktorovich Aleksandrov,Soviet Union,1976 Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
2483,Rumen Aleksandrov,Bulgaria,1980 Summer,Weightlifting,Weightlifting Men's Middle-Heavyweight,Silver
2486,Veniamin Veniaminovich Aleksandrov,Soviet Union,1960 Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
2486,Veniamin Veniaminovich Aleksandrov,Soviet Union,1964 Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
2486,Veniamin Veniaminovich Aleksandrov,Soviet Union,1968 Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
2487,Vladimir Petrovich Aleksandrov,Soviet Union-2,1984 Winter,Bobsleigh,Bobsleigh Men's Two,Bronze
2495,Larisa Aleksandrova-Popova,Soviet Union,1976 Summer,Rowing,Rowing Women's Coxed Quadruple Sculls,Silver
2495,Larisa Aleksandrova-Popova,Soviet Union,1980 Summer,Rowing,Rowing Women's Double Sculls,Gold
2497,Artur Aleksanyan,Armenia,2012 Summer,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Bronze
2497,Artur Aleksanyan,Armenia,2016 Summer,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Gold
2511,Vasily Ivanovich Alekseyev,Soviet Union,1972 Summer,Weightlifting,Weightlifting Men's Super-Heavyweight,Gold
2511,Vasily Ivanovich Alekseyev,Soviet Union,1976 Summer,Weightlifting,Weightlifting Men's Super-Heavyweight,Gold
2513,Galina Aleksandrovna Alekseyeva,Soviet Union,1964 Summer,Diving,Diving Women's Platform,Bronze
2517,Milan Aleksi,Serbia,2012 Summer,Water Polo,Water Polo Men's Water Polo,Bronze
2517,Milan Aleksi,Serbia,2016 Summer,Water Polo,Water Polo Men's Water Polo,Gold
2546,Alessandra dos Santos de Oliveira,Brazil,1996 Summer,Basketball,Basketball Women's Basketball,Silver
2546,Alessandra dos Santos de Oliveira,Brazil,2000 Summer,Basketball,Basketball Women's Basketball,Bronze
2552,Hugh Vincenzo Alessandroni,United States,1932 Summer,Fencing,"Fencing Men's Foil, Team",Bronze
2553,Karl Theophil Christian Aletter,Germany,1932 Summer,Rowing,Rowing Men's Coxless Fours,Silver
